duration,packet_rate,byte_rate,port_diversity,protocol_type,payload_entropy,failed_logins,error_rate,label,node_type
0.004624859023996832,0.9401439315007314,0.8258690601775998,0.010820824099203681,0.5,0.39006822557817855,0.0,0.9093238095623898,1,crypto
0.12156685369935423,0.41179946123435,0.8241962271566035,0.022601592660266068,0.0,0.2620065733989574,0.0,0.014377124707590273,0,fund
0.00955792225275435,0.7222078901564742,0.22320234980569226,0.08427393807159965,0.0,0.39722782526179207,0.0,0.031343392655025434,0,crypto
0.013452786175860848,0.6895254451695568,0.2399746149894088,0.10842319463139917,0.0,0.4232827201009746,0.0,0.013644402597253608,0,crypto
0.00699360695656851,0.9804848326571041,0.8269267140912908,0.010333286392543122,0.5,0.3672758478620855,0.0,0.8929485735229696,1,crypto
0.39710429957688315,0.5200892771949529,0.9503085486870538,0.03250117359389338,0.0,0.9247391968927453,0.0,0.014618583383370402,4,fund
0.03612865854856514,0.39564631975265024,0.2724699089753607,0.03310799616240462,0.0,0.336349520629039,0.0,0.02930584400771102,0,retail
0.0887785344832465,0.7677767409673341,0.1491846710452517,0.11298940927354462,0.0,0.3857814302983476,0.0,0.015896166913136996,0,crypto
0.202977871785204,0.39279898784196665,0.4003532897892024,0.09084908075142903,0.0,0.34839041963159006,0.0,0.02361395605508414,0,retail
0.008254750463328664,0.8538036566465969,0.23851242405826892,0.08998677321466789,0.0,0.28954263805821984,0.0,0.01719193708473247,0,crypto
0.16569057645726462,0.621795217370016,0.3423943069790934,0.10618115293971553,0.0,0.5829780786365834,0.0,0.03622920499341374,0,crypto
0.2102740353199717,0.4823733076975142,0.7894742865998821,0.05133960665846886,0.0,0.3668188292475627,0.0,0.006012591183941422,0,fund
0.9884089747821396,0.36907114535554225,0.8673125502773975,0.07230109451922337,0.0,0.3705739420693791,0.0,0.03273733620139556,0,fund
0.03598229742358706,0.370804732917438,0.16900493127875257,0.1683099024944385,0.0,0.3122987363774916,0.0,0.02914884321926012,0,retail
0.04937565583013938,0.49084003303127355,0.42637405307663867,0.07953549979964664,0.0,0.3978098843531873,0.0,0.02817873512216565,0,crypto
0.06704993527621635,0.5945395530533162,0.31023476825496665,0.06702172158355961,0.0,0.3472654158050818,0.0,0.020039373044314027,0,crypto
0.20121647296723555,0.4338022658875142,0.4974571196953486,0.13895104291776395,0.0,0.24480710251174057,0.0,0.012373730357848483,0,retail
0.32505224505042,0.7168659387193294,0.335615983038938,0.07934357376983706,0.0,0.49744403502052087,0.0,0.01610541975696518,0,crypto
0.14193613237853683,0.47896728047506726,0.3431489463263042,0.047097431042684317,0.0,0.34541587488637826,0.0,0.02887511614416269,0,retail
0.23484250551354383,0.7605483130847674,0.3620548215961735,0.0751718786941081,0.0,0.3689388480818709,0.0,0.011144876261711513,0,crypto
0.15593630466718134,0.2972289135911511,0.37412406350452176,0.028684112644249075,0.0,0.40951827935167884,0.0,0.03000485607762105,0,retail
0.0859135231623288,0.7152420862259259,0.35219415656168973,0.08890954019699558,0.0,0.42003942802767014,0.0,0.023464482094969756,0,crypto
0.029748795151574105,0.7032714902249475,0.47885938573254627,0.9599028611069794,0.0,0.38683996526704767,0.0,0.7193341354987277,2,crypto
0.020009308028261407,0.9511856256810639,0.8429550722766325,0.01436080929676727,0.5,0.45763097936305575,0.0,0.9520138059198616,1,crypto
0.0434429790650477,0.5656476235932566,0.20369843739338733,0.10931540002439219,0.0,0.40335840515760185,0.0,0.01862728182902184,0,crypto
0.07050234812977557,0.46069757095686253,0.941518894327455,0.09818388089297254,0.0,0.9410096190964228,0.0,0.023363987637862522,4,retail
0.03714372325915096,0.3403102668437248,0.37101092403639535,0.08277436614653291,0.0,0.45040599508808066,0.0,0.03762937472303228,0,retail
1.0,0.40582087184460003,0.6857029702169377,0.0907336208104485,0.0,0.4448627621094588,0.0,0.03083051243175277,0,fund
0.33147490145194247,0.8053802052034903,0.33044491198708525,0.0877162247294032,0.0,0.401914545157267,0.0,0.028719139888123926,0,crypto
0.04320229738939291,0.38346903854464376,0.23128248246674896,0.08205053753311486,0.0,0.36724729355427543,0.0,0.03889547656126583,0,retail
0.1564589171374252,0.6324195265778603,0.36862601903745135,0.03161852386431045,0.0,0.36224545073684533,0.0,0.030889505969673662,0,crypto
0.29392958808914704,0.45495763450626675,0.172912819312396,0.15167107872177388,0.0,0.5474731006656427,0.0,0.03363435490951704,0,retail
0.21662257573498095,0.4828765977604875,0.2892805524838874,0.06541348142740627,0.0,0.5274385435407571,0.9912516430810547,0.015660584009899482,3,retail
0.03402414831457083,0.33225843322852433,0.33177670324371183,0.0316331807847643,0.0,0.4756305352070054,0.0,0.03266406855372875,0,retail
0.1454219912743296,0.32123980896411286,0.49236244121452793,0.04449280496166387,0.0,0.418317634578435,0.0,0.016606137068218032,0,retail
0.07462281129080241,0.31847290634780767,0.2450747092635698,0.1129038876332421,0.0,0.5690489725566562,0.0,0.015015933772935544,0,retail
0.6048687216245472,0.3871587853460292,0.7534335228745455,0.08175526706920533,0.0,0.5878397542760259,0.0,0.024049755087705252,0,fund
